"CONTRACT_NUMBER","PATH","CONTRACT_ID","STATUS","DOCS_LOADED","DETAIL"
"SOW20250923CS","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20250923CS","300000007916181","LOADED","6","6 document(s) uploaded to ContractId 300000007916181."
"SOW20250923CS-AMD1","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20250923CS-AMD1","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20250924WB-1","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20250924WB-1","300000007916109","LOADED","3","3 document(s) uploaded to ContractId 300000007916109."
"SOW20250924WB-1-AMD1","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20250924WB-1-AMD1","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20250924WB-2","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20250924WB-2","300000007915059","LOADED","3","3 document(s) uploaded to ContractId 300000007915059."
"SOW20250924WB-2-AMD1","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20250924WB-2-AMD1","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20250929-LITD-RCH","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20250929-LITD-RCH","300000007915121","LOADED","3","3 document(s) uploaded to ContractId 300000007915121."
"SOW20251001","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20251001","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20251001GA","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20251001GA","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20251002-IMITPD-RCH","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20251002-IMITPD-RCH","300000007913211","LOADED","3","3 document(s) uploaded to ContractId 300000007913211."
"SOW20251002-PIA-BH","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20251002-PIA-BH","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20251002-PIA-NSH","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20251002-PIA-NSH","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20251002-PIA-RCH","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20251002-PIA-RCH","300000007911939","LOADED","3","3 document(s) uploaded to ContractId 300000007911939."
"SOW20251002-PIA-RCH-AMD1","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20251002-PIA-RCH-AMD1","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20251002-PIA-RCH-AMD2","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20251002-PIA-RCH-AMD2","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20251006GM","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20251006GM","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20251007GM","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20251007GM","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20251007-ITCL-RCH","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20251007-ITCL-RCH","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20251008","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20251008","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20251008GM","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20251008GM","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20251008SV","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20251008SV","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20251010-SA-ST2","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20251010-SA-ST2","300000007915113","LOADED","3","3 document(s) uploaded to ContractId 300000007915113."
"SOW20251014CH","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20251014CH","300000007916132","LOADED","3","3 document(s) uploaded to ContractId 300000007916132."
"SOW20251014HP","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20251014HP","300000007916102","LOADED","3","3 document(s) uploaded to ContractId 300000007916102."
"SOW20251014JM","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20251014JM","300000007914928","LOADED","3","3 document(s) uploaded to ContractId 300000007914928."
"SOW20251015CS-2","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20251015CS-2","300000007915234","LOADED","3","3 document(s) uploaded to ContractId 300000007915234."
"SOW20251016","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20251016","300000007914879","LOADED","3","3 document(s) uploaded to ContractId 300000007914879."
"SOW20251016-1","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20251016-1","300000007914920","LOADED","3","3 document(s) uploaded to ContractId 300000007914920."
"SOW20251016AC","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20251016AC","300000007914847","LOADED","3","3 document(s) uploaded to ContractId 300000007914847."
"SOW20251016CS1","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20251016CS1","300000007914953","LOADED","3","3 document(s) uploaded to ContractId 300000007914953."
"SOW20251016-PIA-BH","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20251016-PIA-BH","300000007911857","LOADED","2","2 document(s) uploaded to ContractId 300000007911857."
"SOW20251016-PIA-NSH","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20251016-PIA-NSH","300000007911703","LOADED","2","2 document(s) uploaded to ContractId 300000007911703."
"SOW20251016-PIA-RCH","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20251016-PIA-RCH","300000007911849","LOADED","2","2 document(s) uploaded to ContractId 300000007911849."
"SOW20251017CS","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20251017CS","300000007917087","LOADED","3","3 document(s) uploaded to ContractId 300000007917087."
"SOW20251017HJ","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20251017HJ","300000007914855","LOADED","3","3 document(s) uploaded to ContractId 300000007914855."
"SOW20251020CH","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20251020CH","300000007916220","LOADED","3","3 document(s) uploaded to ContractId 300000007916220."
"SOW20251020CH-AMD1","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20251020CH-AMD1","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20251020EY","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20251020EY","300000007916139","LOADED","3","3 document(s) uploaded to ContractId 300000007916139."
"SOW20251020GM","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20251020GM","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20251020GM_AMD3","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20251020GM_AMD3","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20251020GM-AMD2","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20251020GM-AMD2","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20251020IJ","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20251020IJ","300000007916124","LOADED","3","3 document(s) uploaded to ContractId 300000007916124."
"SOW20251020LW","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20251020LW","300000007915147","LOADED","3","3 document(s) uploaded to ContractId 300000007915147."
"SOW20251020MB1","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20251020MB1","300000007914936","LOADED","3","3 document(s) uploaded to ContractId 300000007914936."
"SOW20251020MB2","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20251020MB2","300000007916212","LOADED","3","3 document(s) uploaded to ContractId 300000007916212."
"SOW20251020PK","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20251020PK","300000007915155","LOADED","3","3 document(s) uploaded to ContractId 300000007915155."
"SOW20251021CS3","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20251021CS3","300000007913109","LOADED","3","3 document(s) uploaded to ContractId 300000007913109."
"SOW20251021CS4","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20251021CS4","300000007916243","LOADED","3","3 document(s) uploaded to ContractId 300000007916243."
"SOW20251022SH","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20251022SH","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20251023AO","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20251023AO","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20251024CS1","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20251024CS1","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20251024CS1-AMD_1","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20251024CS1-AMD_1","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20251024LT","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20251024LT","300000007914864","LOADED","3","3 document(s) uploaded to ContractId 300000007914864."
"SOW20251024MB1","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20251024MB1","300000007916234","LOADED","5","5 document(s) uploaded to ContractId 300000007916234."
"SOW20251024MB3","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20251024MB3","300000007915226","LOADED","3","3 document(s) uploaded to ContractId 300000007915226."
"SOW20251024SB","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20251024SB","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20251024ZZ","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20251024ZZ","300000007915186","LOADED","6","6 document(s) uploaded to ContractId 300000007915186."
"SOW20251027EY","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20251027EY","300000007915139","LOADED","3","3 document(s) uploaded to ContractId 300000007915139."
"SOW20251027JK","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20251027JK","300000007914946","LOADED","3","3 document(s) uploaded to ContractId 300000007914946."
"SOW20251027RF","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20251027RF","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20251028DB-1","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20251028DB-1","300000007915171","LOADED","3","3 document(s) uploaded to ContractId 300000007915171."
"SOW20251028DB-10","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20251028DB-10","300000007916159","LOADED","3","3 document(s) uploaded to ContractId 300000007916159."
"SOW20251028DB-11","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20251028DB-11","300000007914893","LOADED","3","3 document(s) uploaded to ContractId 300000007914893."
"SOW20251028DB-2","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20251028DB-2","300000007916189","LOADED","3","3 document(s) uploaded to ContractId 300000007916189."
"SOW20251028DB-3","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20251028DB-3","300000007914912","LOADED","3","3 document(s) uploaded to ContractId 300000007914912."
"SOW20251028DB-4","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20251028DB-4","300000007915193","LOADED","3","3 document(s) uploaded to ContractId 300000007915193."
"SOW20251028DB-5","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20251028DB-5","300000007914903","LOADED","3","3 document(s) uploaded to ContractId 300000007914903."
"SOW20251028DB-6","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20251028DB-6","300000007916173","LOADED","3","3 document(s) uploaded to ContractId 300000007916173."
"SOW20251028DB-7","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20251028DB-7","300000007916166","LOADED","3","3 document(s) uploaded to ContractId 300000007916166."
"SOW20251028DB-8","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20251028DB-8","300000007916204","LOADED","3","3 document(s) uploaded to ContractId 300000007916204."
"SOW20251028DB-9","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20251028DB-9","300000007915178","LOADED","3","3 document(s) uploaded to ContractId 300000007915178."
"SOW20251028EH","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20251028EH","300000007914886","LOADED","3","3 document(s) uploaded to ContractId 300000007914886."
"SOW20251030SR","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20251030SR","300000007915265","LOADED","3","3 document(s) uploaded to ContractId 300000007915265."
"SOW20251031CP","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20251031CP","300000007916196","LOADED","3","3 document(s) uploaded to ContractId 300000007916196."
"SOW20251031CS","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20251031CS","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20251031MG","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20251031MG","300000007915218","LOADED","3","3 document(s) uploaded to ContractId 300000007915218."
"SOW20251031RC","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20251031RC","300000007915210","LOADED","3","3 document(s) uploaded to ContractId 300000007915210."
"SOW20251031SB","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20251031SB","300000007916227","LOADED","3","3 document(s) uploaded to ContractId 300000007916227."
"SOW20251101SL","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20251101SL","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20251103CH","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20251103CH","300000007913218","LOADED","3","3 document(s) uploaded to ContractId 300000007913218."
"SOW20251103CH-AMD1","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20251103CH-AMD1","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20251104SP","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20251104SP","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20251104WB","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20251104WB","300000007915243","LOADED","3","3 document(s) uploaded to ContractId 300000007915243."
"SOW20251105CL","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20251105CL","300000007912101","LOADED","1","1 document(s) uploaded to ContractId 300000007912101."
"SOW20251106MB1","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20251106MB1","300000007915289","LOADED","3","3 document(s) uploaded to ContractId 300000007915289."
"SOW20251106SJ","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20251106SJ","300000007916315","LOADED","3","3 document(s) uploaded to ContractId 300000007916315."
"SOW20251110-IMITPD-BH","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20251110-IMITPD-BH","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20251115SD","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20251115SD","300000007915257","LOADED","3","3 document(s) uploaded to ContractId 300000007915257."
"SOW20251117BW","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20251117BW","300000007912248","LOADED","3","3 document(s) uploaded to ContractId 300000007912248."
"SOW20251117-PMSPMS-RCH","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20251117-PMSPMS-RCH","300000007916275","LOADED","3","3 document(s) uploaded to ContractId 300000007916275."
"SOW20251117TFC","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20251117TFC","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20251119GM","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20251119GM","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20251119SB","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20251119SB","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20251121RL","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20251121RL","300000007917095","LOADED","3","3 document(s) uploaded to ContractId 300000007917095."
"SOW20251124ZZ","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20251124ZZ","300000007914960","LOADED","3","3 document(s) uploaded to ContractId 300000007914960."
"SOW20251125CH","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20251125CH","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20251125CS1","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20251125CS1","300000007916259","LOADED","3","3 document(s) uploaded to ContractId 300000007916259."
"SOW20251125CS1-AMD1","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20251125CS1-AMD1","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20251125CS2","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20251125CS2","300000007914978","LOADED","3","3 document(s) uploaded to ContractId 300000007914978."
"SOW20251125CS3","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20251125CS3","300000007914995","LOADED","3","3 document(s) uploaded to ContractId 300000007914995."
