"CONTRACT_NUMBER","PATH","CONTRACT_ID","STATUS","DOCS_LOADED","DETAIL"
"SOW20240826JM","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20240826JM","300000007912434","LOADED","6","6 document(s) uploaded to ContractId 300000007912434."
"SOW20240827DG","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20240827DG","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20240827JM","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20240827JM","300000007913446","LOADED","6","6 document(s) uploaded to ContractId 300000007913446."
"SOW20240904PK","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20240904PK","300000007912442","LOADED","6","6 document(s) uploaded to ContractId 300000007912442."
"SOW20240909SF","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20240909SF","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20240911MD","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20240911MD","300000007911932","LOADED","11","11 document(s) uploaded to ContractId 300000007911932."
"SOW20240912KS","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20240912KS","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20240913AS","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20240913AS","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20240916TRSC","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20240916TRSC","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20240917BP","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20240917BP","300000007913454","LOADED","6","6 document(s) uploaded to ContractId 300000007913454."
"SOW20240918IXM","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20240918IXM","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20240919DG","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20240919DG","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20240919SS-IMDL-1","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20240919SS-IMDL-1","300000007912499","LOADED","3","3 document(s) uploaded to ContractId 300000007912499."
"SOW20240919SS-IMDL-2","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20240919SS-IMDL-2","300000007914242","LOADED","6","6 document(s) uploaded to ContractId 300000007914242."
"SOW20240920CS","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20240920CS","300000007914190","LOADED","15","15 document(s) uploaded to ContractId 300000007914190."
"SOW20240920CS-1","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20240920CS-1","300000007912457","LOADED","21","21 document(s) uploaded to ContractId 300000007912457."
"SOW20240920CS-11","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20240920CS-11","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20240920CS-14","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20240920CS-14","300000007913462","LOADED","12","12 document(s) uploaded to ContractId 300000007913462."
"SOW20240920CS-16","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20240920CS-16","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20240920CS-3","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20240920CS-3","300000007913477","LOADED","12","12 document(s) uploaded to ContractId 300000007913477."
"SOW20240920CS-6","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20240920CS-6","300000007913470","LOADED","14","14 document(s) uploaded to ContractId 300000007913470."
"SOW20240920CS-8","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20240920CS-8","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20240920SR","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20240920SR","300000007914199","LOADED","12","12 document(s) uploaded to ContractId 300000007914199."
"SOW20240920SR-1","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20240920SR-1","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20240923BP","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20240923BP","300000007914214","LOADED","6","6 document(s) uploaded to ContractId 300000007914214."
"SOW20240923BP-1","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20240923BP-1","300000007913501","LOADED","6","6 document(s) uploaded to ContractId 300000007913501."
"SOW20240923GG-1","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20240923GG-1","300000007912467","LOADED","6","6 document(s) uploaded to ContractId 300000007912467."
"SOW20240923IJ-1","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20240923IJ-1","300000007913494","LOADED","7","7 document(s) uploaded to ContractId 300000007913494."
"SOW20240923JM","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20240923JM","300000007912491","LOADED","6","6 document(s) uploaded to ContractId 300000007912491."
"SOW20240923KS","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20240923KS","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20240923RL","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20240923RL","300000007914221","LOADED","6","6 document(s) uploaded to ContractId 300000007914221."
"SOW20240923SV","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20240923SV","300000007912450","LOADED","12","12 document(s) uploaded to ContractId 300000007912450."
"SOW20240926CS","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20240926CS","300000007914206","LOADED","12","12 document(s) uploaded to ContractId 300000007914206."
"SOW20241001GG","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20241001GG","300000007913485","LOADED","6","6 document(s) uploaded to ContractId 300000007913485."
"SOW20241001LBCO","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20241001LBCO","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20241002EY-1","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20241002EY-1","300000007914234","LOADED","6","6 document(s) uploaded to ContractId 300000007914234."
"SOW20241003JP","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20241003JP","300000007912513","LOADED","6","6 document(s) uploaded to ContractId 300000007912513."
"SOW20241004PP","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20241004PP","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20241006eil","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20241006eil","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20241016OD","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20241016OD","300000007913522","LOADED","12","12 document(s) uploaded to ContractId 300000007913522."
"SOW20241022SF","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20241022SF","300000007913537","LOADED","6","6 document(s) uploaded to ContractId 300000007913537."
"SOW20241025MB2","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20241025MB2","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20241031DA","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20241031DA","300000007913546","LOADED","6","6 document(s) uploaded to ContractId 300000007913546."
"SOW20241031MC","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20241031MC","300000007912506","LOADED","12","12 document(s) uploaded to ContractId 300000007912506."
"SOW20241101CJ","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20241101CJ","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20241105","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20241105","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20241108JR","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20241108JR","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20241108MB","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20241108MB","300000007914370","LOADED","9","9 document(s) uploaded to ContractId 300000007914370."
"SOW20241108SS-SDEV-RCH","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20241108SS-SDEV-RCH","300000007914280","LOADED","6","6 document(s) uploaded to ContractId 300000007914280."
"SOW20241113MW","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20241113MW","300000007912565","LOADED","6","6 document(s) uploaded to ContractId 300000007912565."
"SOW20241115BP","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20241115BP","300000007914251","LOADED","6","6 document(s) uploaded to ContractId 300000007914251."
"SOW20241115CDG","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20241115CDG","300000007914297","LOADED","6","6 document(s) uploaded to ContractId 300000007914297."
"SOW20241115JM","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20241115JM","300000007914265","LOADED","6","6 document(s) uploaded to ContractId 300000007914265."
"SOW20241115JM-AMD2","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20241115JM-AMD2","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20241115MC","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20241115MC","300000007912533","LOADED","9","9 document(s) uploaded to ContractId 300000007912533."
"SOW20241115PK","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20241115PK","300000007913555","LOADED","6","6 document(s) uploaded to ContractId 300000007913555."
"SOW20241115RL-1","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20241115RL-1","300000007914273","LOADED","6","6 document(s) uploaded to ContractId 300000007914273."
"SOW20241115SS-EUD-BH","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20241115SS-EUD-BH","300000007914287","LOADED","6","6 document(s) uploaded to ContractId 300000007914287."
"SOW20241115SS-EUD-RCH","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20241115SS-EUD-RCH","300000007912524","LOADED","6","6 document(s) uploaded to ContractId 300000007912524."
"SOW20241115SS-EUD-ST2","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20241115SS-EUD-ST2","300000007913562","LOADED","6","6 document(s) uploaded to ContractId 300000007913562."
"SOW20241118DO","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20241118DO","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20241119SR","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20241119SR","300000007912540","LOADED","12","12 document(s) uploaded to ContractId 300000007912540."
"SOW20241122BB","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20241122BB","300000007914318","LOADED","6","6 document(s) uploaded to ContractId 300000007914318."
"SOW20241122BB-AMD2","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20241122BB-AMD2","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20241122MB1","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20241122MB1","300000007913593","LOADED","6","6 document(s) uploaded to ContractId 300000007913593."
"SOW20241122MB3","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20241122MB3","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20241122MB4","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20241122MB4","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20241122MB5","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20241122MB5","300000007912548","LOADED","6","6 document(s) uploaded to ContractId 300000007912548."
"SOW20241122MB6","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20241122MB6","300000007912558","LOADED","6","6 document(s) uploaded to ContractId 300000007912558."
"SOW20241126CP","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20241126CP","300000007914311","LOADED","9","9 document(s) uploaded to ContractId 300000007914311."
"SOW20241126SV","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20241126SV","300000007911948","LOADED","6","6 document(s) uploaded to ContractId 300000007911948."
"SOW20241127MS","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20241127MS","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW202411RL","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW202411RL","300000007913569","LOADED","5","5 document(s) uploaded to ContractId 300000007913569."
"SOW20241202MP","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20241202MP","300000007913578","LOADED","6","6 document(s) uploaded to ContractId 300000007913578."
"SOW20241202SF","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20241202SF","300000007913601","LOADED","6","6 document(s) uploaded to ContractId 300000007913601."
"SOW20241204MB1","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20241204MB1","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20241205BC-GAB","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20241205BC-GAB","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20241205SC","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20241205SC","300000007913627","LOADED","6","6 document(s) uploaded to ContractId 300000007913627."
"SOW20241205SC-1","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20241205SC-1","300000007914355","LOADED","6","6 document(s) uploaded to ContractId 300000007914355."
"SOW20241205SC-1-AMD2","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20241205SC-1-AMD2","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20241205SC-AMD1","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20241205SC-AMD1","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20241205SC-AMD2","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20241205SC-AMD2","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20241210JK","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20241210JK","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20241211SB","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20241211SB","300000007912738","LOADED","7","7 document(s) uploaded to ContractId 300000007912738."
"SOW20241212ME","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20241212ME","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20241212PD","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20241212PD","300000007912630","LOADED","6","6 document(s) uploaded to ContractId 300000007912630."
"SOW20241216MB1","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20241216MB1","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20241220CS-10","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20241220CS-10","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20241220CS-11","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20241220CS-11","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20241220CS-12","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20241220CS-12","300000007913611","LOADED","10","10 document(s) uploaded to ContractId 300000007913611."
"SOW20241220CS-14","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20241220CS-14","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20241220CS-15","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20241220CS-15","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20241220CS-2","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20241220CS-2","300000007913620","LOADED","9","9 document(s) uploaded to ContractId 300000007913620."
"SOW20241220CS-3","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20241220CS-3","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20241220CS-4","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20241220CS-4","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20241220CS-8","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20241220CS-8","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20241220CS-9","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20241220CS-9","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20241223","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20241223","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20241223SV","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20241223SV","300000007914326","LOADED","3","3 document(s) uploaded to ContractId 300000007914326."
"SOW20241224DY-CH-Affinity-01","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20241224DY-CH-Affinity-01","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20241224DY-CH-ITIQ-01","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20241224DY-CH-ITIQ-01","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20241224DY-CH-Stellar-01","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20241224DY-CH-Stellar-01","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20241224DY-CH-TEEMA-01","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20241224DY-CH-TEEMA-01","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20241224DY-CH-TEEMA-01-AMD3","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20241224DY-CH-TEEMA-01-AMD3","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20241224DY-CH-TEKsystems-01","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20241224DY-CH-TEKsystems-01","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20241224DY-CH-Workiy-01","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20241224DY-CH-Workiy-01","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW202500903AD","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW202500903AD","300000007915131","LOADED","3","3 document(s) uploaded to ContractId 300000007915131."
"SOW20250101SKY","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20250101SKY","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20250102CS","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20250102CS","300000007914340","LOADED","6","6 document(s) uploaded to ContractId 300000007914340."
"SOW20250102CS-1","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20250102CS-1","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20250103CS","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20250103CS","300000007914333","LOADED","17","17 document(s) uploaded to ContractId 300000007914333."
"SOW20250103CS-1","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20250103CS-1","300000007914348","LOADED","15","15 document(s) uploaded to ContractId 300000007914348."
"SOW20250103CS-2","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20250103CS-2","300000007912574","LOADED","28","28 document(s) uploaded to ContractId 300000007912574."
"SOW20250107BC-DG","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20250107BC-DG","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20250107BC-SK","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20250107BC-SK","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20250107bdw","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20250107bdw","300000007912614","LOADED","9","9 document(s) uploaded to ContractId 300000007912614."
"SOW20250108IC","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20250108IC","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20250108JM","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20250108JM","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20250109IC","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20250109IC","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20250110SCH","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20250110SCH","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20250113ML","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20250113ML","300000007914378","LOADED","3","3 document(s) uploaded to ContractId 300000007914378."
"SOW20250113ML-AMD1","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20250113ML-AMD1","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20250113SF-1","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20250113SF-1","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20250113SF-2","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20250113SF-2","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20250114CP","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20250114CP","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20250114MB1","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20250114MB1","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20250116BW","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20250116BW","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20250116RT","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20250116RT","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20250117BW-1","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20250117BW-1","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20250117BW-2","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20250117BW-2","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20250117LV","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20250117LV","300000007914362","LOADED","6","6 document(s) uploaded to ContractId 300000007914362."
"SOW20250121KJ","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20250121KJ","300000007913684","LOADED","3","3 document(s) uploaded to ContractId 300000007913684."
"SOW20250121KJ-AMD1","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20250121KJ-AMD1","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20250121VJ","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20250121VJ","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20250124SCH","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20250124SCH","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20250127AD","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20250127AD","300000007913699","LOADED","6","6 document(s) uploaded to ContractId 300000007913699."
"SOW20250127AD-AMD2","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20250127AD-AMD2","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20250127PK","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20250127PK","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20250127PK-1","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20250127PK-1","300000007912584","LOADED","3","3 document(s) uploaded to ContractId 300000007912584."
"SOW20250127PK-1-AMD1","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20250127PK-1-AMD1","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20250127PK-AMD1","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20250127PK-AMD1","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
